ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
53016,,9210,電機所065,941 U0480,,"碩士班博士班 1,2 年級nicssign",3,半年班博,選修班博,光電儀測士班 1,Electro-optical Instrumentation,林恭如ctr,,電二102ro,二7892,總人數限 20人optic,1,,,,,,2,3,0
39771,,9210,電機所012,941 U0490,,"碩士班博士班 1,2 年級al Instr",3,半年班博,選修班博,固態照明士班 1,Solid State Lighting,黃建璋id ,,博理114 S,二7894,本課程以英語授課。總人數限 59人ingrumentation,1,,,,,,1,3,0
43995,,9210,電機所05語,941 U0570,,"碩士班博士班 1,2 年級 59人ingr",3,半年班博,選修班博,"光學傳播散射模擬,2 年級 59",Simulation of Light Scattering and Propagation,曾雪峰ula,,,三789l,本課程以英語授課。總人數限 24人ht Scattering ,1,,電二455語授,,,,1,3,0
13095,,9210,電機所05語,941 U0600,,"碩士班博士班 1,2 年級 24人ht S",3,半年班博,選修班博,"光電元件程式模擬,2 年級 24",Optoelectronic Device Program Simulation,吳育任oel,,,五234e,總人數限 24人troni,1,,,,明達30324,,1,3,0
80955,,9210,電機所052,942 U0110,,"碩士班博士班 1,2 年級c Device",3,半年班博,選修班博,"微波單晶積體電路,2 年級c D",Monolithic Microwave Integrated Circuit (mmic) Engineering,王  暉li,,,四789l,人數上限50與林坤佑合開總人數限 50人 Integrated Cir,1,,,電二1460與,,,2,3,0
60057,,9210,電機所070,942 U0350,,"碩士班博士班 1,2 年級人數限 50人 ",3,半年班博,選修班博,"數位通信二班 1,2",Digital Communications Ii,蘇炫榮ita,,博理103al,二2343,本課程以英語授課。總人數限 30人tions Iigrated,1,,,,,,1,3,0
22141,,9210,電機所01語,942 U0420,,"碩士班博士班 1,2 年級 30人tion",3,半年班博,選修班博,時頻分析和小波轉換2 年級 30人t,Time-frequency Analysis and Wavelet Transform,丁建均e-f,,,四234-,總人數限 80人quenc,1,,,電二14380,,,1,3,0
47704,,9210,電機所048,942 U0490,,"碩士班博士班 1,2 年級y Analys",3,半年班博,選修班博,"數位彩色影像處理,2 年級y A",Digital Color Image Processing,貝蘇章ita,,,四789t,總人數限 30人Color,1,,,電二10130,,,1,3,0
66263,,9210,電機所033,942 U0520,,"碩士班博士班 1,2 年級 Image P",3,半年班博,選修班博,"訊號完整度班 1,2",Signal Integrity,吳瑞北nal,,,三234a,總人數限 40人ntegr,1,,電二14640,,,,1,3,0
22716,,9210,電機所064,942 U0530,,"碩士班博士班 1,2 年級ityage P",3,半年班博,選修班博,"無線通訊網路設計,2 年級ity",Design of Wireless Communication Networks,周俊廷ign,,明達225n ,二2345,本課程以英語授課。總人數限 24人s Communicatio,1,,,,,,1,3,0
87251,,9210,電機所01語,942 U0610,,"碩士班博士班 1,2 年級 24人s Co",3,半年班博,選修班博,"物聯網導論班 1,2",Introduction to the Internet of Things,張進福rod,,,四789o,總人數限 80人tion ,1,,,電二14580,,,1,3,0
78595,,9210,電機所058,943 U0010,,"碩士班博士班 1,2 年級to the I",3,半年班博,選修班博,"積體電路測試 1,2 年",Vlsi Testing,李建模i T,,電二146Te,二2346,本課程以英語授課。總人數限 60人he Internet of,1,,,,,,1,3,0
45088,,9210,電機所08語,943 U0040,,"碩士班博士班 1,2 年級 60人he I",3,半年班博,選修班博,"高等類比積體電路,2 年級 60",Advanced Analog Integrated Circuits,陳信樹anc,,,四234n,總人數限 80人 Anal,1,,,電二14580,,,1,3,0
38532,,9210,電機所028,943 U0100,,"碩士班博士班 1,2 年級og Integ",3,半年班博,選修班博,"系統晶片設計實驗,2 年級og ",Soc Design Laboratory,吳安宇 De,,,四789D,總人數限 20人gn La,1,,,電二14120,,,2,3,0
30411,,9210,電機所012,943 U0240,,"碩士班博士班 1,2 年級boratory",3,半年班博,選修班博,電腦輔助積體電路系統設計級boratoryrat,Computer-aided Vlsi System Design,黃俊郎put,,,三234u,總人數限100人-aide,1,,電二22900,,,,3,3,0
19669,,9210,電機所090,943 U0300,,"碩士班博士班 1,2 年級d Vlsi S",3,半年班博,選修班博,"邏輯合成與驗證1,2 年級d",Logic Synthesis and Verification,江介宏ic ,,,五234c,本課程以英語授課。總人數限 20人nd Verificatio,1,,,,電二101語授,,1,3,0
62465,,9210,電機所05語,943 U0370,,"碩士班博士班 1,2 年級 20人nd V",3,半年班博,選修班博,專利檢索與競爭情報2 年級 20人n,Patent Analysis and Competitive Intelligence,陳省三ent,,,五789n,上課地點：電腦教室-電二130室。總人數限 30人titive Intelligenc,1,,,,,,2,3,0
80337,,9210,電機所07電,943 U0380,,"碩士班博士班 1,2 年級30室。總人數限",3,半年班博,選修班博,專利舉發與侵害鑑定實務年級30室。總人數限 ,Patent Opposition and Infringement,呂學士ent,,,四789n,總人數限150人pposi,1,,,博理11350,,,3,3,0
26549,,9210,電機所095,943 U0400,,"碩士班博士班 1,2 年級tion and",1,半年班博,選修班博,"電子束技術實習1,2 年級t",Lab on E-beam Technology,管傑雄 on,,,三6雄,本課程以英語授課。總人數限 10人hnologyfringem,1,,電二145語授,,,,2,1,0
16909,,9210,電機所09語,943 U0420,,"碩士班博士班 1,2 年級 10人hnol",3,半年班博,選修班博,醫療電子之臨床導入2 年級 10人h,Clinical Application of Medical Electronic Device,林致廷nic,,,三789i,初選不開放。總人數限 30人cation of M,1,,電二106。總,,,,2,3,0
48267,,9210,電機所07。,943 U0490,,"碩士班博士班 1,2 年級人cation ",3,半年班博,選修班博,"人體潛能專題 1,2 年",Special Topics on Parapsychology,李嗣涔cia,,,四789i,上課地點:電二142會議室總人數限 48人apsychologyEle,1,,,,,,3,3,0
67188,,9210,電機所08電,943 U0500,,"碩士班博士班 1,2 年級總人數限 48人",3,半年班博,選修班博,前瞻金氧半場效應電晶體年級總人數限 48人a,Advanced MOSFET Device Physics,劉致為anc,,,三234n,本課程以英語授課。總人數限100人evice Physicsg,1,,明達205語授,,,,1,3,0
78471,,9210,電機所01語,945 U2940,,"碩士班博士班 1,2 年級100人evic",3,半年班博,選修班博,生醫電子技術與臨床見習年級100人evice,Biomedical Electronic Technologies and Clinical Observations,郭柏齡med,明達225di,,一2345,與孫維仁、邱銘章、周迺寬、成佳憲、吳文超、李百祺、宋孔彬合開總人數限 20人 Clinical Observations上任合開總人數限 75人系,1,,,,,,3,3,0
58129,,9210,電機所09邱,945 U2960,,"碩士班博士班 1,2 年級成佳憲、吳文超、",3,半年班博,選修班博,疾病實驗診斷與中醫辨證年級成佳憲、吳文超、李,Distinct Principles in the Diagnoses of Laboratory and Traditional Medicine,周迺寬tin,,,二234i,上課地點：醫學院基礎醫學大學505教室總人數限 30人Diagnoses of Laborato,1,,,,,,2,3,0
34660,,9220,資工所00醫,922 M0010,,"碩士班 1,2 年級醫學大學5",0,半年班 ,必修班 ,"碩士論文1,2 ",Thesis (M.S.),,,,,限本所碩士班總人數限200人限碩士班以上人數限 30人Diagnoses ,1,,,,,,1,0,0
43975,,9220,資工所05班,922 M0020,05,"碩士班 1,2 年級200人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李琳山cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
78297,,9220,資工所07。,922 M0020,10,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉長遠cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
54670,,9220,資工所00。,922 M0020,11,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,吳家麟cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
33822,,9220,資工所02。,922 M0020,13,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅立成cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
58331,,9220,資工所01。,922 M0020,14,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳文進cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
88478,,9220,資工所08。,922 M0020,16,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳健輝cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
80518,,9220,資工所08。,922 M0020,18,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,項  潔ia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
43619,,9220,資工所09。,922 M0020,20,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,賴飛羆cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
57192,,9220,資工所02。,922 M0020,21,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳信希cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
37545,,9220,資工所05。,922 M0020,22,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽明cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
44820,,9220,資工所00。,922 M0020,23,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽彥正ial ,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
65602,,9220,資工所02。,922 M0020,26,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,許永真cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
84726,,9220,資工所06。,922 M0020,27,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅楸善cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
23223,,9220,資工所03。,922 M0020,29,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂育道cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
81982,,9220,資工所02。,922 M0020,31,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李德財cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
62400,,9220,資工所00。,922 M0020,32,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林智仁cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
50787,,9220,資工所07。,922 M0020,33,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,郭大維cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
46289,,9220,資工所09。,922 M0020,34,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉邦鋒cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
60223,,9220,資工所03。,922 M0020,35,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林  風ia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
54007,,9220,資工所07。,922 M0020,36,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,楊佳玲cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
24012,,9220,資工所02。,922 M0020,37,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪一平cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
59953,,9220,資工所03。,922 M0020,38,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,趙坤茂cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
71421,,9220,資工所01。,922 M0020,39,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,周承復cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
41234,,9220,資工所04。,922 M0020,40,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,逄愛君cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
83136,,9220,資工所06。,922 M0020,42,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,朱浩華cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
20926,,9220,資工所06。,922 M0020,43,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,施吉昇cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
87276,,9220,資工所06。,922 M0020,44,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,莊永裕cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
10589,,9220,資工所09。,922 M0020,46,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪士灝cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
23144,,9220,資工所04。,922 M0020,47,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂學一cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
12999,,9220,資工所09。,922 M0020,50,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,薛智文cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
35988,,9220,資工所08。,922 M0020,51,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,張瑞峰cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
66212,,9220,資工所02。,922 M0020,52,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,曾宇鳳cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
12438,,9220,資工所08。,922 M0020,53,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,鄭卜壬cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
57849,,9220,資工所09。,922 M0020,54,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林守德cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
48985,,9220,資工所05。,922 M0020,55,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李明穗cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
72120,,9220,資工所00。,922 M0020,56,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,徐宏民cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
78856,,9220,資工所06。,922 M0020,57,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,廖世偉cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
55537,,9220,資工所07。,922 M0020,58,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳炳宇cia,,,,總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)系、雙修生) of Laboratory and ,1,,,,,,1,1,0
75161,,9220,資工所011,922 M0020,59,"碩士班 1,2 年級士班以上且",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林軒田cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
87130,,9220,資工所00。,922 M0020,60,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,蔡欣穆cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
89769,,9220,資工所09。,922 M0020,62,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳彥仰cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
37916,,9220,資工所06。,922 M0020,63,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李允中cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
51753,,9220,資工所03。,922 M0020,64,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,張智星cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
27141,,9220,資工所01。,922 M0020,65,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,徐慰中cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
27022,,9220,資工所02。,922 M0020,66,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,蕭旭君cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生) of Laboratory and Traditional ,1,,,,,,2,1,0
31891,,9220,資工所01。,922 M0020,67,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳偉鬆cia,,,,初選不開放。總人數限 14人t碩士班以上且限本系所,1,,,,,,2,1,0
32496,,9220,資工所06。,922 M0020,68,"碩士班 1,2 年級 14人t",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,,,,,初選不開放。授課教師：陳縕儂老師。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)ory and Traditional Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
22287,,9220,資工所07。,922 M0020,69,"碩士班 1,2 年級：陳縕儂老",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,,,,,初選不開放。授課教師：塗冠驊老師。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)ory and Traditional Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
27187,,9220,資工所07。,922 M0030,01,"碩士班 1,2 年級：塗冠驊老",1,半年班 ,必修班 ,"專題討論1,2 ",Seminar,徐宏民ina,,,,限碩士班一年級。總人數限300人限碩士班以上且限本系所學生(含輔系、雙修生)(含輔系、雙修生)ory and Traditional Medi,1,,,,,,1,0,3
50295,,9220,資工所05年,922 M0030,02,"碩士班 1,2 年級數限300",1,半年班 ,必修班 ,"專題討論1,2 ",Seminar,李明穗ina,,,,限碩士班二年級(含)以上。總人數限300人限碩士班以上且限本系所學生(含輔系、雙修生)雙修生)ory and Traditional Medicine修生)_x0000_,1,,,,,,1,0,3
45119,,9220,資工所09年,922 M0520,,"碩士班 1,2 年級以上。總人",3,半年班 ,選修班 ,資訊工程理論基礎年級以上。總人數,Computing Theory,呂育道put,,資105u,二234u,本課程以英語授課。總人數限 50人限電資學院學生班以上且限本系所學生(含輔系、雙修生)雙修,1,,,,,,2,3,0
53185,,9220,資工所05語,922 D0010,,"博士班 1,2 年級人數限 5",0,半年班 ,必修班 ,"博士論文1,2 ",Thesis (Ph.D.),,,,,總人數限100人限博士班.)50人限電資學,1,,,,,,1,0,0
49582,,9220,資工所020,922 D0030,,"博士班 1,2 年級士班.)5",1,半年班 ,必修班 ,"專題討論1,2 ",Seminar,劉邦鋒ina,,,,總人數限300人限本系所學生(含輔系、雙修生)且限博士班限本系所學生(含輔系、雙修生)雙修生)ory ,1,,,,,,1,0,3
59615,,9220,資工所050,922 D0100,10,"博士班 1,2 年級系所學生(",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,劉長遠cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
86710,,9220,資工所00。,922 D0100,11,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,吳家麟cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
39575,,9220,資工所05。,922 D0100,13,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,傅立成cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
43701,,9220,資工所01。,922 D0100,14,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳文進cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
13046,,9220,資工所06。,922 D0100,16,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳健輝cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
15068,,9220,資工所08。,922 D0100,18,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,項  潔ia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
75867,,9220,資工所07。,922 D0100,20,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,賴飛羆cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
89674,,9220,資工所04。,922 D0100,21,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,陳信希cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
12934,,9220,資工所04。,922 D0100,22,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,歐陽明cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
19497,,9220,資工所07。,922 D0100,23,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,歐陽彥正ial ,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
76937,,9220,資工所07。,922 D0100,26,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,許永真cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
61564,,9220,資工所04。,922 D0100,27,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,傅楸善cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
18260,,9220,資工所00。,922 D0100,29,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,呂育道cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
27852,,9220,資工所02。,922 D0100,31,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,李德財cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
46749,,9220,資工所09。,922 D0100,32,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,林智仁cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
79834,,9220,資工所04。,922 D0100,33,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,郭大維cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
51785,,9220,資工所05。,922 D0100,34,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,劉邦鋒cia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
85400,,9220,資工所00。,922 D0100,35,"博士班 1,2 年級 20人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special  Project,林  風ia,,,,初選不開放。總人數限 20人限博士班且限本系所學生(含輔系、雙修生)(含輔系、雙修生)雙修生)ory and Traditio,1,,,,,,2,1,0
